sample_id,holeid,from_m,to_m,depth_m,x,y,z,MOD_ALT,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Mo_ppm,Na_pct,Ni_ppm,P_pct,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Tl_ppm,Cs_ppm,labeled
S00602,SYN-006,62.0,63.5,62.75,44.06,220.64,62.75,Fil,63.5,4.42,4.66,0.0,0.0,10.19,7.39,0.0,7.13,0.0,2.93,1.55,16.34,0.41,0.85,None,WhiteMica,0.20789,15.41993,22.37359,0.1067,92.97579,,0.6181,0.08005,0.16657,9.71867,29.61142,0.02717,0.90666,0.56325,0.81011,0.01095,2.3188,0.08246,8.11729,0.29219,11.25895,0.77718,0.83037,3.7444,17.6881,59.58348,0.06568,64.92708,4.90726,43.47349,7.27547,88.92935,0.81291,3.14577,True
S00603,SYN-006,63.5,65.5,64.5,44.62,222.19,64.5,Pro,4.94,13.36,28.87,11.66,3.5,1.76,18.14,0.24,5.86,2.85,0.0,0.44,0.0,1.95,2.02,None,Carbonate,0.18189,7.78154,27.32059,0.09484,163.83804,,0.46561,2.13139,0.66604,1.85717,14.38396,0.02437,4.90691,1.47156,2.34623,0.03198,5.59917,0.92045,9.5968,0.0526,25.70807,0.07018,0.85831,5.60101,44.93582,123.04757,0.36714,114.6635,1.30442,57.66284,9.27871,16.52989,2.68313,2.48452,True
S00604,SYN-006,65.5,67.0,66.25,45.19,223.74,66.25,Pro,5.35,28.14,13.37,8.38,3.52,0.0,18.21,30.27,6.75,2.03,21.99,4.66,0.0,28.89,5.46,Hematite,Alunite,0.4124,3.1837,10.0404,0.11709,105.59103,1.01946,0.98068,3.66868,0.36318,1.50186,39.6234,0.20308,2.53351,1.61772,1.06577,0.13231,7.56766,0.66173,2.55579,0.11729,26.50628,0.04209,1.25461,5.30592,14.69995,54.02466,0.08264,52.76234,9.73929,40.88999,45.18503,67.57844,0.43858,0.65646,False
S00605,SYN-006,67.0,69.0,68.0,45.75,225.29,68.0,Pro,8.21,26.53,5.0,9.13,1.36,2.4,17.06,0.0,1.28,0.0,0.0,5.62,0.0,2.03,1.42,None,Chlorite,0.12127,6.59254,20.95313,0.0076,271.82173,0.60754,0.23697,6.27233,0.74521,0.76556,15.39758,0.01465,7.21267,0.70131,6.71801,0.14323,2.35043,1.91023,38.91774,0.05644,33.15851,0.484,1.20962,10.66875,13.26737,164.54497,0.05946,39.00999,0.36289,21.83658,16.17502,15.31458,0.25944,17.51845,True
S00606,SYN-006,69.0,71.0,70.0,46.39,227.06,70.0,Pro,8.02,35.66,22.28,12.89,0.0,0.03,11.8,0.0,2.18,2.37,14.36,2.98,0.8,3.02,19.58,Goethite,Chlorite,1.19746,2.63861,105.09213,0.12115,178.53545,0.57515,2.20651,0.51549,,7.04494,43.08974,0.25677,1.63496,1.89148,0.71156,0.03157,9.15956,0.07598,2.89935,0.02595,21.5169,1.15682,1.57983,6.00609,22.53614,77.78872,0.06407,86.30866,1.29513,29.22465,107.95634,50.405,0.7494,4.60993,True
S00607,SYN-006,71.0,73.0,72.0,47.03,228.83,72.0,Pro,5.55,50.4,18.8,8.96,0.0,0.0,21.52,2.92,33.91,2.47,2.32,1.55,0.0,4.24,4.3,None,Chlorite,0.21662,8.87519,5.09715,0.02373,83.53251,0.14576,1.22331,0.52066,0.25983,1.83054,35.65506,0.01785,1.18101,0.41709,,0.12561,,1.50788,5.12109,0.17274,3.76403,0.17528,0.93729,8.9601,14.40677,118.99135,0.20233,53.16522,1.15,12.60927,2.01142,20.01492,0.64127,,True
S00608,SYN-006,73.0,74.0,73.5,47.51,230.16,73.5,Fil,67.49,0.0,5.45,0.0,3.43,4.51,6.06,0.0,8.03,0.58,2.65,0.0,1.78,5.58,3.87,None,WhiteMica,0.91851,8.2525,35.36293,0.73338,272.81324,0.46629,0.37284,0.14601,0.09455,33.2799,11.19613,0.11605,1.8678,3.47966,0.87924,0.03046,1.59197,0.16586,6.12526,0.20235,36.0392,0.82741,1.20014,9.02327,21.11968,,0.29963,51.11974,1.34749,26.65629,27.91872,157.85157,4.98091,1.56924,True
S00609,SYN-006,74.0,75.5,74.75,47.92,231.26,74.75,Pro,4.73,23.1,21.98,9.78,0.45,0.0,20.66,0.19,3.72,0.0,0.0,2.9,0.0,21.97,4.19,Hematite,Chlorite,0.21053,18.27211,15.10974,0.02065,188.01418,0.16035,0.55072,5.91087,0.77694,9.04126,14.91565,0.01767,2.26258,0.70653,2.57926,0.10392,0.22089,0.42657,6.89214,0.04498,31.23033,0.34438,4.19401,31.80205,8.43515,83.12678,0.20932,72.0587,3.82912,76.68293,10.62077,24.10559,0.99537,,True
S00610,SYN-006,75.5,76.5,76.0,48.32,232.37,76.0,Fil,73.02,0.0,3.21,3.39,5.1,8.72,8.62,26.75,6.36,3.62,1.4,0.0,4.15,2.98,0.0,None,WhiteMica,1.71066,5.61751,7.54907,0.02666,261.54063,0.12197,4.51567,0.73284,,5.2526,27.27819,0.04714,1.30905,1.11266,0.80125,0.01613,5.66681,0.12251,6.31079,0.04669,9.95521,1.47499,2.76314,2.77419,45.10491,9.98053,0.41605,15.88255,1.30743,25.72762,22.08306,197.56952,,1.87822,True
S00611,SYN-006,76.5,78.0,77.25,48.72,233.48,77.25,Pro,10.32,2.8,39.93,2.9,2.95,0.97,10.87,5.49,3.18,0.0,0.0,3.38,0.0,3.1,5.35,None,Carbonate,0.3399,11.38399,11.2319,0.26236,158.64261,0.20215,0.74784,0.09405,0.12108,8.75148,27.66965,0.06159,3.41542,1.96279,0.50607,0.02532,1.99079,0.25309,3.42559,0.03656,51.46212,4.52887,4.24165,9.21368,33.86845,55.41909,0.31412,63.67488,1.07436,32.88673,16.39492,78.18938,,1.63483,True
S00612,SYN-006,78.0,80.0,79.0,49.28,235.03,79.0,Pro,7.59,25.45,8.75,21.39,0.0,0.0,21.36,1.89,0.0,3.18,0.0,0.0,0.9,2.6,5.93,None,Chlorite,0.26924,7.63054,15.53522,0.05607,253.43473,,1.35915,2.23118,0.83484,3.8567,52.42909,0.03038,13.12184,0.6063,2.17726,0.10742,1.53554,2.16524,5.50356,0.07586,4.68519,0.79852,2.43378,2.24403,12.63452,94.60941,0.11129,,0.88125,95.47797,5.97358,21.24133,0.59193,1.19472,False
S00613,SYN-006,80.0,81.5,80.75,49.84,236.58,80.75,Pro,4.94,31.77,14.68,2.27,2.63,0.0,12.95,0.0,0.0,2.32,15.17,12.04,0.17,0.93,4.37,None,Chlorite,0.04781,4.1726,12.40469,0.02932,157.11948,0.21771,0.81934,3.90838,0.10812,2.12735,20.28294,0.00945,3.05325,0.30672,1.35442,0.02122,0.32842,1.01617,4.37961,0.0157,9.88573,0.25242,4.86499,16.84706,14.09685,92.76698,0.24476,8.6507,,347.33536,4.99439,23.28007,,4.57952,False
S00614,SYN-006,81.5,83.0,82.25,50.32,237.91,82.25,Pro,4.24,30.54,19.99,6.06,0.0,1.66,57.31,0.0,2.18,23.58,0.0,0.0,0.9,0.0,0.0,None,Montmor,1.2628,6.81089,14.37127,0.01322,248.26325,0.41021,1.21162,1.14112,0.02559,5.59303,53.77367,0.02583,8.10292,0.75874,0.86608,0.20067,0.69728,3.85781,1.2508,0.0315,22.69529,0.35682,0.63825,6.25963,26.61206,741.03871,0.10683,118.86109,,,24.52388,11.20334,1.36154,2.63994,True
S00615,SYN-006,83.0,84.0,83.5,50.73,239.01,83.5,Pro,8.77,26.02,15.48,5.95,0.0,3.62,17.65,3.16,3.13,2.29,0.0,0.0,5.06,1.52,4.14,None,Chlorite,0.89081,4.69484,33.28414,0.02122,126.16136,0.34167,4.21766,0.75607,0.11381,4.57989,8.6809,,1.71197,0.4233,4.20484,0.13357,2.77212,0.80774,1.10337,0.1477,4.06511,0.02765,1.98669,2.69062,5.1658,436.92413,1.33748,30.33015,1.70859,33.49754,8.38559,20.52055,0.27407,2.13145,True
S00616,SYN-006,84.0,86.0,85.0,51.21,240.34,85.0,Pro,6.31,46.75,18.79,15.59,4.72,2.19,21.19,0.0,1.57,0.0,15.34,2.0,1.77,2.54,0.42,None,Chlorite,0.37739,,2.90579,0.00455,178.74451,0.7505,2.23698,2.52207,0.56374,15.02669,4.7695,0.1044,1.93445,3.07251,0.47918,0.03077,2.27452,0.58027,6.86457,0.02072,14.53083,0.07952,1.90858,3.39467,12.28856,97.95294,0.1801,19.47388,0.82288,188.66998,10.72792,50.73711,0.08768,,True
S00617,SYN-006,86.0,87.0,86.5,51.69,241.67,86.5,Pro,5.56,49.48,12.13,5.84,3.12,0.0,32.86,3.49,0.0,0.0,2.16,0.96,0.0,4.6,4.78,None,Chlorite,0.07214,1.68562,17.57285,0.02035,363.26901,0.68578,1.28096,3.80519,1.29667,11.43291,34.12323,0.01634,7.25975,1.25624,2.14343,0.2097,3.43404,0.54753,2.30656,0.11797,9.33815,0.65369,3.36616,4.36868,25.32182,263.46252,0.32849,86.82651,2.21906,128.70123,28.52614,19.29319,0.42493,,True
S00618,SYN-006,87.0,88.0,87.5,52.01,242.56,87.5,Pro,6.31,26.68,19.06,9.59,0.43,0.86,17.54,0.0,2.59,0.66,5.03,1.28,0.0,1.56,4.53,None,Chlorite,0.58361,20.7654,38.05784,0.29296,217.64745,0.41356,1.64453,0.22313,4.10199,1.81414,17.65169,0.02677,1.16151,3.59498,2.09207,0.01097,1.48673,1.19115,44.68186,0.18863,5.03227,0.3815,2.98216,7.93536,19.74661,36.59662,0.04627,94.25396,4.24151,49.47718,2.91379,,0.61947,1.09419,True
S00619,SYN-006,88.0,89.0,88.5,52.33,243.44,88.5,Pro,6.91,18.2,26.18,5.97,0.0,2.9,20.65,1.8,5.76,3.22,3.73,0.88,1.99,0.0,2.09,None,Carbonate,0.26082,2.98103,1.45516,0.01201,100.33769,0.70392,5.41204,2.35741,0.4696,11.67578,47.40043,0.02084,18.0323,0.48103,2.33982,0.14412,5.05864,0.67494,34.55611,0.03404,,0.08778,1.13001,4.35405,3.7896,112.39244,0.37144,,2.67363,207.80357,21.1007,52.19237,2.72701,4.08294,True
S00620,SYN-006,89.0,90.0,89.5,52.65,244.33,89.5,Pro,5.85,5.99,10.92,4.26,3.57,0.86,24.82,0.36,0.0,2.0,0.0,0.73,0.0,0.0,3.63,None,Montmor,1.08019,8.15346,6.53374,0.04587,108.9378,0.0776,0.63322,,0.09571,15.92417,21.99792,0.00181,1.31129,1.15104,8.41544,0.51758,1.15669,1.60369,9.18151,0.02766,25.27177,0.14376,4.84525,7.3968,7.48384,58.54428,0.25538,66.88403,0.44389,65.0018,11.04545,33.09063,0.17436,1.83009,True
S00621,SYN-006,90.0,91.5,90.75,53.05,245.43,90.75,Pro,9.25,32.15,17.01,10.05,3.39,2.01,18.98,1.84,3.55,0.0,3.43,1.17,0.0,0.0,3.77,None,Chlorite,1.77336,7.15511,47.93507,0.03892,524.54365,,0.47776,1.12547,0.28894,8.5507,7.63223,0.00922,2.83365,6.15612,0.85264,0.02578,,0.01909,10.2522,0.0256,12.35986,0.13933,5.06728,37.16888,60.83712,8.75379,0.58806,69.87363,,51.41815,8.10322,29.27838,1.48447,0.72233,True
S00622,SYN-006,91.5,93.0,92.25,53.54,246.76,92.25,Pro,9.4,31.09,34.43,5.41,2.8,0.11,18.84,3.02,5.78,0.0,28.79,5.11,3.38,33.97,6.2,Hematite,Carbonate,1.43079,3.97854,36.55676,0.03647,37.17459,1.10524,8.79344,22.93233,1.25014,11.71226,15.97607,0.60263,2.72481,1.68297,0.75093,0.31401,7.62701,1.22409,7.23436,0.04184,10.9229,0.24251,6.05578,17.82052,67.81447,11.25532,1.43318,,22.53375,159.61636,11.9022,85.29529,2.56336,1.65929,True
S00623,SYN-006,93.0,94.5,93.75,54.02,248.09,93.75,Pro,7.44,14.65,20.44,8.75,24.19,0.24,35.83,1.25,3.56,4.87,3.09,2.82,28.59,14.96,14.26,None,Montmor,0.95764,10.88546,2.95674,0.014,303.15557,0.78232,0.2642,,,2.31294,25.68432,0.03289,22.27032,0.68917,2.96728,,4.41778,3.7235,14.74292,0.0213,5.3629,0.03915,1.27958,9.99712,18.07896,,1.04356,20.30577,1.11485,21.84946,3.21828,21.32492,0.58008,3.53778,True
S00624,SYN-006,94.5,95.5,95.0,54.42,249.2,95.0,Fil,97.04,4.92,2.15,0.0,5.68,4.79,1.91,3.15,2.0,0.99,1.49,6.64,4.53,0.0,0.58,None,WhiteMica,0.54755,1.32481,42.39033,0.05329,400.30073,3.97234,1.52188,0.12145,0.05014,19.72674,29.29842,0.08755,2.80968,2.69377,0.42287,0.01046,3.19299,0.13017,2.70238,0.01592,17.33651,1.73648,1.23342,19.15857,43.22451,12.21926,0.17599,33.80695,,23.71235,2.29644,16.16529,1.16077,0.39541,True
S00625,SYN-006,95.5,96.5,96.0,54.74,250.08,96.0,Pro,9.71,27.44,22.29,10.26,0.0,0.0,3.27,16.09,1.0,4.75,0.07,0.0,0.0,5.94,0.0,None,Chlorite,0.36617,12.60414,36.29885,0.02634,90.85841,0.16909,0.30159,2.26365,0.76649,6.56018,10.67491,0.01369,,0.20268,1.60717,0.14504,2.30377,0.49533,11.16549,0.06672,14.47794,0.26863,6.44128,1.91701,27.41734,106.27033,,43.02452,1.12921,19.18633,24.92558,13.78315,0.41479,0.50037,True
S00626,SYN-006,96.5,98.0,97.25,55.14,251.19,97.25,Pro,6.02,61.11,19.61,14.86,1.16,2.73,18.27,0.0,3.44,0.0,4.86,0.1,16.89,1.48,6.46,None,Chlorite,0.67959,1.05755,7.36547,0.01282,297.51584,0.23201,1.65154,9.57813,0.68174,4.8016,55.17807,0.05802,13.6552,1.12372,0.29862,0.13175,,0.26812,9.07794,0.03436,14.64441,0.47624,3.46513,44.48141,,204.17093,0.11059,66.3981,1.88775,52.02835,27.60524,22.78466,0.19344,1.54284,False
S00627,SYN-006,98.0,99.0,98.5,55.54,252.3,98.5,Pro,7.86,20.13,4.23,3.46,4.72,18.02,7.74,2.24,0.98,2.86,0.0,2.91,5.32,19.18,0.0,Hematite,Chlorite,0.0946,10.46215,10.97323,0.01763,913.75473,0.14991,0.55637,6.11008,0.19526,8.62524,29.98529,0.04055,2.94788,1.07054,0.64371,0.24093,2.14465,,4.34152,0.01173,14.65717,0.14101,0.34874,4.53561,17.28474,268.23745,0.12575,110.39685,,69.24186,1.49172,12.51711,0.17041,0.95459,True
S00628,SYN-006,99.0,100.5,99.75,55.94,253.41,99.75,Pro,8.71,18.0,9.05,7.45,0.0,0.0,13.42,1.26,2.56,1.84,3.87,0.53,0.0,0.0,0.12,None,Chlorite,0.35942,5.40517,9.56478,0.0339,433.20645,0.17586,0.83462,3.12778,0.10129,4.24119,33.73028,,4.83383,0.62836,3.12595,0.04319,,0.64257,15.00699,0.00695,4.65823,0.02376,,3.20896,30.20084,422.06071,0.10288,23.57921,0.071,91.4112,20.67126,,0.69106,,False
S00629,SYN-006,100.5,101.5,101.0,56.35,254.51,101.0,Pro,8.75,33.1,11.42,7.6,1.32,3.09,10.99,0.54,1.41,2.91,3.79,17.66,0.61,1.79,1.86,None,Chlorite,0.1093,1.44363,6.72099,0.01877,105.47867,0.16494,,1.84655,,9.38101,12.54851,0.03098,11.01095,0.52043,1.33232,0.09426,,0.77106,5.49895,0.04895,2.95984,0.06564,2.57332,21.31132,12.49624,153.71511,0.36668,42.46551,2.97119,99.9086,4.06122,39.05102,0.45858,0.95962,True
S00630,SYN-006,101.5,103.0,102.25,56.75,255.62,102.25,Pro,8.47,25.15,10.27,8.0,5.29,0.0,12.19,20.69,1.48,4.99,2.45,1.14,0.76,0.0,1.91,None,Chlorite,1.71988,14.96327,108.73281,0.14046,188.58421,,0.38507,0.04975,0.14261,1.22648,,0.03874,2.11541,1.27958,0.1321,0.01911,1.2823,1.22787,3.92804,0.13209,30.58884,0.19468,1.68568,9.31887,20.17579,62.8851,0.15397,,4.81405,82.16298,4.14192,222.74807,1.85193,5.18981,True
S00631,SYN-006,103.0,104.5,103.75,57.23,256.95,103.75,Fil,68.8,34.01,0.19,3.83,9.61,7.13,0.96,2.07,6.94,3.04,1.06,4.14,5.29,2.26,0.0,None,WhiteMica,3.13562,10.03993,104.60717,0.28305,653.04285,0.11538,0.58459,0.12737,0.66879,8.70933,17.82928,0.03408,2.048,9.03318,0.39423,0.0064,,0.15519,9.46884,0.0326,39.35655,1.25995,2.01191,21.04075,66.20798,16.01006,0.28195,104.41277,3.64014,68.85478,16.12734,49.12367,0.45266,1.4394,True
S00632,SYN-006,104.5,106.0,105.25,57.71,258.28,105.25,Pro,7.7,20.55,12.09,17.25,0.44,0.77,12.69,0.0,0.0,4.76,0.0,1.73,2.83,0.0,3.17,None,Chlorite,0.72979,2.21628,12.42401,0.01934,261.81218,0.41168,1.18888,9.75204,0.11238,4.61998,11.5141,0.016,21.54841,1.54139,3.87432,0.3652,2.24133,0.77721,10.90054,0.02317,35.75019,0.10185,2.51012,,6.33525,369.6741,2.34598,68.60691,2.21254,43.14858,14.77517,24.36999,0.37317,0.22779,True
S00633,SYN-006,106.0,107.0,106.5,58.11,259.38,106.5,Pro,11.28,17.14,22.66,7.38,12.61,0.0,21.93,1.77,0.04,2.47,1.71,4.39,0.0,5.22,0.0,None,Carbonate,0.5639,1.37228,20.87772,0.00545,56.82869,2.02338,0.90998,4.42262,0.36426,16.95608,18.85714,0.00392,3.8805,0.63754,1.11623,0.19957,2.90211,2.53405,10.43367,0.04303,4.88138,0.17614,1.33676,5.60967,43.7521,263.03534,0.51099,70.907,1.55732,104.57687,11.87514,47.60268,0.56316,2.30777,True
S00634,SYN-006,107.0,108.0,107.5,58.43,260.27,107.5,Pro,4.54,26.36,21.03,0.0,0.0,0.0,20.7,2.08,5.26,0.59,3.28,2.2,0.0,6.75,29.67,Goethite,Chlorite,0.38797,8.63803,13.2127,0.06227,184.92287,0.5916,0.70369,5.27179,0.11092,2.00854,19.62001,0.03242,2.00283,1.74877,0.48921,0.38532,1.47899,1.44818,20.08359,0.03002,7.09249,,1.64053,6.70309,10.98772,785.02807,0.25574,68.44044,,88.33776,3.82444,23.8598,1.03535,2.16548,True
S00635,SYN-006,108.0,110.0,109.0,58.91,261.6,109.0,Pro,5.58,39.65,12.95,7.29,2.76,0.0,18.9,14.17,0.0,0.45,1.32,6.04,3.13,30.2,4.23,Hematite,Chlorite,,3.29443,5.10589,0.02365,132.69652,0.20922,0.4756,1.40617,0.02108,7.54131,32.62442,0.03546,2.57535,1.21737,1.40476,0.22814,4.08529,0.67289,4.69636,0.03548,18.36276,0.16361,2.24693,5.69346,19.88707,475.89768,0.23098,78.95296,3.64208,30.72933,37.73459,64.99939,0.39582,0.41181,True
S00636,SYN-006,110.0,111.0,110.5,59.4,262.93,110.5,Pro,5.42,30.6,20.26,7.57,0.0,0.0,27.8,1.18,0.0,0.65,0.99,0.0,7.32,0.0,5.76,None,Chlorite,0.08298,4.16846,4.82656,0.04811,239.08904,0.09559,1.24073,6.88317,0.269,6.49081,18.7017,0.04386,0.26431,1.74674,4.02268,0.53923,2.17644,1.22622,11.00298,0.02512,4.15711,0.8303,2.00482,12.71073,22.73794,75.22968,0.25563,187.09004,1.19671,69.79273,7.26544,22.34763,0.16993,,True
S00637,SYN-006,111.0,112.5,111.75,59.8,264.03,111.75,Pro,32.28,25.01,18.37,7.13,0.0,2.75,42.77,0.0,9.99,8.02,0.27,0.0,0.0,0.79,4.15,None,Montmor,0.29321,11.28702,13.40771,0.06394,478.30019,2.12448,3.31152,2.63951,,3.59688,22.02062,1.48573,3.65116,1.98709,2.12874,0.17633,19.88256,0.27287,3.89596,0.03076,9.6886,0.12067,,6.44098,52.80638,124.91967,0.85649,53.20926,12.46837,710.2316,9.6392,30.06104,1.54863,5.85586,True
S00638,SYN-006,112.5,114.0,113.25,60.28,265.36,113.25,Pro,0.63,31.89,15.76,5.41,0.0,1.0,22.11,0.0,0.11,1.31,0.0,2.2,0.0,0.0,4.63,None,Chlorite,0.28317,25.81168,36.72047,,120.00761,0.29725,1.24223,2.33434,0.22031,3.87085,31.2632,0.03731,16.37176,1.04871,2.86431,0.09248,0.69279,0.61415,2.55196,0.01285,2.81857,0.30015,4.1521,8.74324,,216.87607,0.17621,46.02742,1.55176,84.62293,17.91308,54.61433,0.08291,2.0786,True
S00639,SYN-006,114.0,115.5,114.75,60.76,266.69,114.75,Pro,9.71,45.19,40.97,3.24,1.72,0.0,25.36,0.0,0.53,3.15,0.96,0.66,7.33,1.05,0.0,None,Chlorite,1.99758,10.11671,14.93938,0.15826,109.9515,0.26391,0.34663,1.37376,0.15996,2.51267,48.55788,0.02641,5.28311,0.43266,2.77927,0.10227,,1.1715,2.9842,0.05617,30.74909,0.1338,1.11796,44.9474,34.31629,153.36167,0.03322,26.69047,,99.21652,15.12835,28.5226,0.64801,2.60877,True
S00640,SYN-006,115.5,117.0,116.25,61.24,268.02,116.25,Pro,3.23,34.18,11.24,15.77,0.0,0.77,20.27,1.51,0.19,2.24,4.2,1.53,0.22,0.0,0.94,None,Chlorite,0.44482,7.76687,13.20166,0.02503,169.80746,0.18913,0.14105,3.39073,0.65998,3.06614,45.62606,,3.04519,0.40566,,0.29035,2.18766,0.26022,12.82945,0.01124,18.74733,0.05876,2.05812,5.71124,13.55836,195.66119,0.48223,38.42852,2.64345,38.21598,3.40417,29.49621,1.55414,1.53169,True
S00641,SYN-006,117.0,119.0,118.0,61.8,269.57,118.0,Pro,6.46,31.28,39.19,9.15,28.28,0.0,50.07,5.96,1.24,0.0,0.0,2.1,0.32,4.78,2.62,None,Montmor,1.67491,4.20407,29.97932,0.00853,312.10408,0.38038,3.2778,11.61852,0.04245,10.6583,86.76366,0.00324,3.55752,0.96694,2.29147,0.74387,5.33085,0.57814,1.38329,0.09089,38.32338,0.12368,0.91406,24.76339,7.69982,114.17496,0.11308,21.34164,1.13076,37.75552,6.86111,17.71246,0.25285,,True
S00642,SYN-006,119.0,121.0,120.0,62.45,271.34,120.0,Fil,58.6,0.55,0.0,4.62,7.07,5.71,2.66,0.0,9.7,0.0,0.0,6.4,7.37,0.0,5.15,None,WhiteMica,0.18797,5.45914,75.57675,0.01843,844.55171,0.25842,1.65137,5.8055,0.69734,1.68547,8.60462,0.01091,1.19979,0.20102,1.11037,0.09262,4.29713,0.95497,5.39641,0.05732,10.04762,0.2771,1.6445,2.59028,6.16619,293.61926,0.07894,500.20698,0.85554,44.21506,12.86564,17.09449,0.6411,,True
S00643,SYN-006,121.0,122.5,121.75,63.01,272.89,121.75,Pro,30.11,36.05,8.43,7.31,2.6,2.63,4.84,14.96,0.0,2.39,2.18,0.0,1.65,0.0,2.88,None,Chlorite,0.54429,3.95109,12.71721,0.06392,390.304,1.73307,2.49541,1.35503,0.52929,1.98766,26.34949,0.00141,9.08731,,,0.01997,2.15791,1.26715,6.06331,0.22646,3.45544,0.06506,1.87974,5.44001,21.28927,664.98183,0.32499,319.98699,10.39719,105.17739,46.00967,17.86423,1.10927,7.72976,True
S00644,SYN-006,122.5,124.0,123.25,63.49,274.22,123.25,Pro,26.51,26.01,8.78,15.66,1.02,0.0,0.0,0.0,23.61,0.0,21.58,0.0,2.22,4.11,2.32,None,WhiteMica,0.87722,7.47649,53.64242,0.24885,81.58777,0.2435,8.29064,8.51695,0.30379,24.38922,,0.53315,18.5675,10.65224,1.07094,0.94431,9.26894,1.23711,3.32103,,7.69917,0.46554,1.99329,6.61727,10.36605,40.99195,0.18916,37.44076,22.4635,263.46314,41.57757,49.74908,1.23304,2.56654,True
S00645,SYN-006,124.0,125.0,124.5,63.89,275.32,124.5,Pro,3.88,30.32,6.2,4.87,0.0,0.0,0.88,12.55,0.7,0.0,0.0,3.0,1.82,0.42,4.46,None,Chlorite,0.68513,11.18504,21.50294,0.01197,226.58162,0.08072,0.34189,1.86199,0.2494,1.61904,6.28777,0.01235,2.5576,1.80222,3.1556,0.17017,10.35827,0.84092,8.78514,0.39375,5.78089,0.77848,1.15663,5.22043,19.89106,925.7668,1.88108,42.86898,,60.61915,16.13608,51.25703,3.23468,4.74105,True
S00646,SYN-006,125.0,126.5,125.75,64.29,276.43,125.75,Pro,2.93,21.84,8.9,10.17,0.4,1.0,12.94,0.86,0.0,2.69,2.98,0.0,3.6,5.74,0.0,None,Chlorite,0.26705,6.14214,14.89655,0.18872,105.51782,0.15345,0.14192,0.06513,,17.38408,48.82197,0.02796,0.67633,0.27312,3.02254,0.05535,4.11897,0.28881,13.00576,0.09789,8.65984,1.87042,,39.16849,26.29207,20.84164,0.86523,132.2174,2.97192,73.65707,26.22638,35.99951,0.2839,7.11722,True
S00647,SYN-006,126.5,128.0,127.25,64.77,277.76,127.25,Pro,6.52,8.46,16.6,3.5,5.55,2.31,29.07,0.0,0.0,0.0,3.71,0.0,0.0,2.04,0.44,None,Montmor,0.98653,10.92445,8.28889,0.32914,253.41156,0.58155,0.59655,5.32573,0.16183,8.02874,13.27923,,4.07956,1.27887,0.35732,0.58838,2.01691,1.57328,19.77853,0.00387,4.19211,0.14084,2.0097,34.72094,9.4306,68.67539,0.33314,28.03348,0.92554,78.41691,13.52689,12.60751,0.66901,2.1569,True
S00648,SYN-006,128.0,129.0,128.5,65.18,278.87,128.5,Fil,87.96,5.47,0.0,1.91,7.9,5.96,6.0,0.0,3.97,0.0,4.01,1.12,2.61,2.51,3.44,None,WhiteMica,1.90717,14.53731,17.92828,0.05773,1205.66135,1.49644,0.29259,1.1251,0.22672,13.1148,98.24645,0.09913,2.6987,,0.11274,0.03576,3.69414,0.12957,5.77973,0.10224,16.37424,1.0976,3.15433,2.53342,15.40019,82.59454,0.15924,56.18752,0.84278,28.91116,17.62853,28.99593,0.77339,4.1935,True
S00649,SYN-006,129.0,130.5,129.75,65.58,279.97,129.75,Pro,4.11,32.32,47.6,10.7,4.4,1.8,20.07,1.84,3.94,3.39,0.0,0.77,0.63,2.74,3.09,None,Carbonate,0.87539,4.98955,37.59785,0.03407,174.90336,0.32514,0.94938,4.98702,0.0803,1.74925,25.23037,0.00488,2.75474,0.60467,1.15082,0.04357,0.24153,1.73185,2.06709,0.01473,5.63012,0.22022,1.99557,3.31716,30.44512,87.29413,0.47578,75.89317,0.37259,28.14317,15.84071,109.75787,0.70215,2.3878,True
S00650,SYN-006,130.5,132.5,131.5,66.14,281.52,131.5,Pro,4.45,32.37,14.06,3.92,12.05,1.08,41.1,0.93,0.1,2.63,1.91,0.99,3.92,2.96,4.18,None,Montmor,0.15601,1.81032,162.81182927924814,0.05736,,0.80779,0.96375,2.30282,,4.5723,28.24406,0.01668,2.65735,0.50302,0.93537,0.0447,1.78843,0.15733,13.51753,0.05132,27.59594,0.60967,0.88719,,24.97505,222.79074,0.20032,37.16397,2.23288,448.57866,26.78886,64.69111,3.01658,1.96192,True
S00651,SYN-006,132.5,133.5,133.0,66.62,282.85,133.0,Pro,6.46,24.37,13.85,9.69,22.55,4.84,22.61,0.77,2.14,4.36,3.15,3.16,0.0,1.45,3.66,None,Chlorite,0.32498,10.96994,,0.13119,251.15612,0.62447,0.9908,1.00238,0.47083,9.37145,27.68879,0.06918,4.61244,0.79162,0.56897,0.20324,,0.32298,27.08143,0.13416,9.79091,0.23177,1.07132,8.67598,9.32102,169.14434,0.14405,54.85661,,194.27263,4.04573,45.79877,1.34544,2.47902,True
