sample_id,holeid,MOD_ALT,labeled
S00833,SYN-007,Pro,True
S00834,SYN-007,Sk,True
S00835,SYN-008,Oxd,True
S00836,SYN-008,Oxd,True
S00837,SYN-008,ArgAvd,True
S00838,SYN-008,Oxd,False
S00839,SYN-008,Oxd,True
S00840,SYN-008,Oxd,False
S00841,SYN-008,Oxd,False
S00842,SYN-008,Oxd,True
S00843,SYN-008,Oxd,True
S00844,SYN-008,Oxd,True
S00845,SYN-008,Oxd,True
S00846,SYN-008,Oxd,True
S00847,SYN-008,Oxd,True
S00848,SYN-008,Oxd,True
S00849,SYN-008,Oxd,False
S00850,SYN-008,Oxd,True
S00851,SYN-008,Oxd,True
S00852,SYN-008,Oxd,True
S00853,SYN-008,Oxd,True
S00854,SYN-008,Oxd,True
S00855,SYN-008,ArgAvd,True
S00856,SYN-008,Oxd,False
S00857,SYN-008,Oxd,True
S00858,SYN-008,ArgAvd,True
S00859,SYN-008,ArgAvd,False
S00860,SYN-008,ArgAvd,True
S00861,SYN-008,Oxd,True
S00862,SYN-008,Oxd,True
S00863,SYN-008,ArgAvd,True
S00864,SYN-008,Fil,True
S00865,SYN-008,ArgAvd,True
S00866,SYN-008,ArgAvd,True
S00867,SYN-008,Fil,True
S00868,SYN-008,ArgAvd,False
S00869,SYN-008,ArgAvd,False
S00870,SYN-008,ArgAvd,True
S00871,SYN-008,ArgAvd,True
S00872,SYN-008,ArgAvd,True
S00873,SYN-008,ArgAvd,True
S00874,SYN-008,ArgAvd,True
S00875,SYN-008,ArgAvd,True
S00876,SYN-008,Fil,True
S00877,SYN-008,Fil,True
S00878,SYN-008,ArgAvd,True
S00879,SYN-008,ArgAvd,True
S00880,SYN-008,Arg,True
S00881,SYN-008,Fil,True
S00882,SYN-008,ArgAvd,True
S00883,SYN-008,Fil,True
S00884,SYN-008,ArgAvd,True
S00885,SYN-008,Fil,True
S00886,SYN-008,ArgAvd,True
S00887,SYN-008,ArgAvd,True
S00888,SYN-008,ArgAvd,False
S00889,SYN-008,ArgAvd,True
S00890,SYN-008,Fil,True
S00891,SYN-008,Fil,True
S00892,SYN-008,Fil,True
S00893,SYN-008,ArgAvd,True
S00894,SYN-008,Fil,True
S00895,SYN-008,ArgAvd,True
S00896,SYN-008,Arg,True
S00897,SYN-008,Fil,True
S00898,SYN-008,ArgAvd,False
S00899,SYN-008,Fil,True
S00900,SYN-008,Arg,True
S00901,SYN-008,Fil,True
S00902,SYN-008,Arg,True
S00903,SYN-008,Fil,True
S00904,SYN-008,Sk,False
S00905,SYN-008,Fil,True
S00906,SYN-008,Sk,False
S00907,SYN-008,ArgAvd,True
S00908,SYN-008,Sk,True
S00909,SYN-008,Sk,True
S00910,SYN-008,Arg,True
S00911,SYN-008,Sk,True
S00912,SYN-008,Fil,True
S00913,SYN-008,Sk,False
S00914,SYN-008,Arg,True
S00915,SYN-008,Arg,False
S00916,SYN-008,Arg,True
S00917,SYN-008,Pro,True
S00918,SYN-008,Arg,True
S00919,SYN-008,Sk,True
S00920,SYN-008,Sk,False
S00921,SYN-008,Sk,True
S00922,SYN-008,Sk,True
S00923,SYN-008,Sk,False
S00924,SYN-008,Sk,False
S00925,SYN-008,Sk,True
S00926,SYN-008,Sk,True
S00927,SYN-008,Arg,True
S00928,SYN-008,Sk,True
S00929,SYN-008,Sk,True
S00930,SYN-008,Pro,True
S00931,SYN-008,Fil,True
S00932,SYN-008,Fil,True
S00933,SYN-008,Fil,True
S00934,SYN-008,Fil,True
S00935,SYN-008,Sk,True
S00936,SYN-008,Arg,True
S00937,SYN-008,Sk,True
S00938,SYN-008,Fil,True
S00939,SYN-008,Sk,True
S00940,SYN-008,Arg,False
S00941,SYN-008,Arg,True
S00942,SYN-008,Fil,True
S00943,SYN-008,Pro,True
S00944,SYN-008,Pro,True
S00945,SYN-008,Fil,True
S00946,SYN-008,Arg,True
S00947,SYN-008,Sk,True
S00948,SYN-008,Fil,True
S00949,SYN-008,Fil,True
S00950,SYN-008,Arg,True
S00951,SYN-008,Pro,True
S00952,SYN-008,Pro,True
S00953,SYN-008,Pro,True
S00954,SYN-008,Fil,True
S00955,SYN-008,Arg,True
S00956,SYN-008,Pro,True
S00957,SYN-008,Pro,False
S00958,SYN-008,Pro,True
S00959,SYN-008,Pro,True
S00960,SYN-008,Arg,True
S00961,SYN-008,Arg,True
S00962,SYN-008,Fil,True
S00963,SYN-008,Fil,True
S00964,SYN-008,Pro,True
S00965,SYN-008,Pro,False
S00966,SYN-008,Pro,True
S00967,SYN-008,Pro,True
S00968,SYN-008,Pro,True
S00969,SYN-008,Pro,True
S00970,SYN-008,Fil,True
S00971,SYN-008,Pro,True
S00972,SYN-008,Pro,True
S00973,SYN-008,Pro,True
S00974,SYN-008,Pro,True
S00975,SYN-008,Pro,True
S00976,SYN-008,Pro,True
S00977,SYN-008,Pro,True
S00978,SYN-008,Pro,True
S00979,SYN-008,Fil,True
S00980,SYN-008,Pro,True
S00981,SYN-008,Pro,True
S00982,SYN-008,Fil,False
S00983,SYN-008,Pro,False
S00984,SYN-008,Pro,True
S00985,SYN-008,Pro,True
S00986,SYN-008,Pro,True
S00987,SYN-008,Pro,False
S00988,SYN-008,Pro,True
S00989,SYN-008,Pro,True
S00990,SYN-008,Pro,True
S00991,SYN-008,Pro,False
S00992,SYN-008,Pro,True
S00993,SYN-009,Oxd,True
S00994,SYN-009,Oxd,False
S00995,SYN-009,Oxd,True
S00996,SYN-009,Oxd,True
S00997,SYN-009,Oxd,True
S00998,SYN-009,Oxd,True
S00999,SYN-009,Oxd,True
S01000,SYN-009,ArgAvd,False
S01001,SYN-009,Oxd,True
S01002,SYN-009,Oxd,False
S01003,SYN-009,Oxd,False
S01004,SYN-009,Oxd,False
S01005,SYN-009,Oxd,True
S01006,SYN-009,Oxd,True
S01007,SYN-009,ArgAvd,False
S01008,SYN-009,Oxd,True
S01009,SYN-009,Oxd,False
S01010,SYN-009,Oxd,True
S01011,SYN-009,Oxd,False
S01012,SYN-009,Oxd,False
S01013,SYN-009,Oxd,True
S01014,SYN-009,ArgAvd,True
S01015,SYN-009,ArgAvd,True
S01016,SYN-009,Oxd,True
S01017,SYN-009,Fil,True
S01018,SYN-009,Fil,True
S01019,SYN-009,Oxd,True
S01020,SYN-009,Oxd,False
S01021,SYN-009,Arg,True
S01022,SYN-009,ArgAvd,True
S01023,SYN-009,Fil,True
S01024,SYN-009,Oxd,True
S01025,SYN-009,Fil,True
S01026,SYN-009,Fil,False
S01027,SYN-009,Arg,True
S01028,SYN-009,Fil,False
S01029,SYN-009,Arg,True
S01030,SYN-009,Fil,False
S01031,SYN-009,Fil,False
S01032,SYN-009,Fil,True
S01033,SYN-009,Arg,False
S01034,SYN-009,Arg,True
S01035,SYN-009,Arg,True
S01036,SYN-009,Fil,True
S01037,SYN-009,Fil,True
S01038,SYN-009,Arg,False
S01039,SYN-009,Arg,True
S01040,SYN-009,Arg,True
S01041,SYN-009,Arg,True
S01042,SYN-009,Fil,True
S01043,SYN-009,Arg,True
S01044,SYN-009,Arg,True
S01045,SYN-009,Fil,True
S01046,SYN-009,Pro,False
S01047,SYN-009,Arg,False
S01048,SYN-009,Arg,True
S01049,SYN-009,Pro,True
S01050,SYN-009,Fil,True
S01051,SYN-009,Arg,False
S01052,SYN-009,Arg,False
S01053,SYN-009,Fil,True
S01054,SYN-009,Fil,True
S01055,SYN-009,Arg,True
S01056,SYN-009,Arg,True
S01057,SYN-009,Arg,True
S01058,SYN-009,Fil,True
S01059,SYN-009,Arg,True
S01060,SYN-009,Pro,True
S01061,SYN-009,Fil,True
S01062,SYN-009,Pro,True
S01063,SYN-009,Fil,True
S01064,SYN-009,Fil,True
S01065,SYN-009,Pro,True
S01066,SYN-009,Pro,True
S01067,SYN-009,Fil,True
S01068,SYN-009,Pro,True
S01069,SYN-009,Pro,False
S01070,SYN-009,Pro,True
S01071,SYN-009,Fil,False
S01072,SYN-009,Pro,True
S01073,SYN-009,Pro,True
S01074,SYN-009,Pro,True
S01075,SYN-009,Pro,True
S01076,SYN-009,Fil,True
S01077,SYN-009,Fil,False
S01078,SYN-009,Pro,False
S01079,SYN-009,Pro,False
S01080,SYN-009,Pro,True
S01081,SYN-009,Fil,True
S01082,SYN-009,Pro,True
S01083,SYN-009,Pro,True
S01084,SYN-009,Pro,True
S01085,SYN-009,Pro,True
S01086,SYN-009,Pro,True
S01087,SYN-009,Fil,True
S01088,SYN-009,Pro,True
S01089,SYN-009,Fil,True
S01090,SYN-009,Pro,True
S01091,SYN-009,Pro,True
S01092,SYN-009,Pro,False
S01093,SYN-009,Fil,True
S01094,SYN-009,Pro,True
S01095,SYN-009,Pro,True
S01096,SYN-009,Pro,True
S01097,SYN-009,Pro,True
S01098,SYN-009,Fil,False
S01099,SYN-009,Pro,False
S01100,SYN-009,Pro,True
S01101,SYN-009,Pro,True
S01102,SYN-009,Pro,True
S01103,SYN-009,Pro,True
S01104,SYN-009,Pro,True
S01105,SYN-009,Pro,True
S01106,SYN-009,Fil,True
S01107,SYN-009,Fil,True
S01108,SYN-009,Pro,True
S01109,SYN-009,Pro,True
S01110,SYN-009,Pro,False
S01111,SYN-009,Pro,True
S01112,SYN-009,Pro,True
S01113,SYN-009,Fil,False
S01114,SYN-009,Fil,True
S01115,SYN-009,Pro,False
S01116,SYN-009,Pro,True
S01117,SYN-009,Pro,True
S01118,SYN-009,Pro,True
S01119,SYN-009,Fil,True
S01120,SYN-009,Pro,False
S01121,SYN-009,Pro,True
S01122,SYN-009,Pro,True
S01123,SYN-009,Pro,True
S01124,SYN-009,Pro,True
S01125,SYN-009,Pro,True
S01126,SYN-009,Pro,True
S01127,SYN-009,Pro,False
S01128,SYN-009,Pro,True
S01129,SYN-009,Pro,True
S01130,SYN-009,Pro,True
S01131,SYN-009,Fil,False
S01132,SYN-009,Pro,True
S01133,SYN-009,Pro,True
S01134,SYN-009,Pro,True
S01135,SYN-009,Pro,True
S01136,SYN-009,Pro,False
S01137,SYN-009,Pro,True
S01138,SYN-009,Pro,False
S01139,SYN-009,Pro,True
S01140,SYN-009,Pro,True
S01141,SYN-009,Pro,True
S01142,SYN-009,Pro,True
S01143,SYN-009,Fil,True
S01144,SYN-009,Pro,True
S01145,SYN-009,Pro,True
S01146,SYN-009,Pro,True
S01147,SYN-009,Pro,False
S01148,SYN-009,Pro,True
S01149,SYN-010,Oxd,True
S01150,SYN-010,ArgAvd,True
S01151,SYN-010,ArgAvd,True
S01152,SYN-010,ArgAvd,False
S01153,SYN-010,Oxd,True
S01154,SYN-010,Oxd,False
S01155,SYN-010,Oxd,True
S01156,SYN-010,Oxd,True
S01157,SYN-010,Oxd,True
S01158,SYN-010,ArgAvd,True
S01159,SYN-010,Oxd,True
S01160,SYN-010,Oxd,True
S01161,SYN-010,Fil,True
S01162,SYN-010,Oxd,False
S01163,SYN-010,ArgAvd,False
S01164,SYN-010,Oxd,True
S01165,SYN-010,Oxd,True
S01166,SYN-010,Oxd,True
S01167,SYN-010,Oxd,True
S01168,SYN-010,Oxd,True
S01169,SYN-010,Pro,False
S01170,SYN-010,Oxd,True
S01171,SYN-010,Arg,True
S01172,SYN-010,Oxd,True
S01173,SYN-010,Oxd,True
S01174,SYN-010,Pro,True
S01175,SYN-010,Fil,True
S01176,SYN-010,Arg,True
S01177,SYN-010,Fil,True
S01178,SYN-010,Arg,True
S01179,SYN-010,Fil,True
S01180,SYN-010,Oxd,True
S01181,SYN-010,Fil,True
S01182,SYN-010,Arg,True
S01183,SYN-010,Fil,True
S01184,SYN-010,Fil,True
S01185,SYN-010,Fil,True
S01186,SYN-010,Arg,True
S01187,SYN-010,Fil,False
S01188,SYN-010,Fil,True
S01189,SYN-010,Pro,True
S01190,SYN-010,Pro,True
S01191,SYN-010,Pro,True
S01192,SYN-010,Pro,True
S01193,SYN-010,Arg,True
S01194,SYN-010,Fil,False
S01195,SYN-010,Fil,True
S01196,SYN-010,Fil,True
S01197,SYN-010,Pro,True
S01198,SYN-010,Pro,False
S01199,SYN-010,Fil,True
S01200,SYN-010,Pro,True
S01201,SYN-010,Pro,True
S01202,SYN-010,Pro,True
S01203,SYN-010,Pro,True
S01204,SYN-010,Pro,True
S01205,SYN-010,Pro,True
S01206,SYN-010,Pro,True
S01207,SYN-010,Pro,False
S01208,SYN-010,Fil,True
S01209,SYN-010,Pro,True
S01210,SYN-010,Pro,True
S01211,SYN-010,Fil,True
S01212,SYN-010,Pro,False
S01213,SYN-010,Fil,True
S01214,SYN-010,Pro,False
S01215,SYN-010,Fil,True
S01216,SYN-010,Pro,True
S01217,SYN-010,Pro,True
S01218,SYN-010,Pro,True
S01219,SYN-010,Pro,False
S01220,SYN-010,Pro,False
S01221,SYN-010,Pro,False
S01222,SYN-010,Pro,False
S01223,SYN-010,Pro,True
S01224,SYN-010,Pro,True
S01225,SYN-010,Pro,True
S01226,SYN-010,Pro,True
S01227,SYN-010,Pro,True
S01228,SYN-010,Pro,True
S01229,SYN-010,Fil,True
S01230,SYN-010,Pro,True
S01231,SYN-010,Pro,True
S01232,SYN-010,Pro,True
S01233,SYN-010,Pro,True
S01234,SYN-010,Pro,True
S01235,SYN-010,Pro,True
S01236,SYN-010,Pro,True
S01237,SYN-010,Pro,True
S01238,SYN-010,Pro,False
S01239,SYN-010,Pro,True
S01240,SYN-010,Pro,True
S01241,SYN-010,Pro,True
S01242,SYN-010,Pro,False
S01243,SYN-010,Pro,True
S01244,SYN-010,Pro,True
S01245,SYN-010,Fil,True
S01246,SYN-010,Pro,True
S01247,SYN-010,Pro,True
S01248,SYN-010,Pro,True
S01249,SYN-010,Pro,True
S01250,SYN-010,Pro,True
S01251,SYN-010,Pro,False
S01252,SYN-010,Pro,True
S01253,SYN-010,Pro,True
S01254,SYN-010,Pro,False
S01255,SYN-010,Pro,True
S01256,SYN-010,Pro,True
S01257,SYN-010,Pro,True
S01258,SYN-010,Pro,True
S01259,SYN-010,Pro,False
S01260,SYN-010,Pro,True
S01261,SYN-010,Fil,True
S01262,SYN-010,Pro,True
S01263,SYN-010,Pro,True
S01264,SYN-010,Pro,True
S01265,SYN-010,Pro,True
S01266,SYN-010,Pro,True
S01267,SYN-010,Pro,True
S01268,SYN-010,Pro,True
S01269,SYN-010,Pro,True
S01270,SYN-011,Oxd,False
S01271,SYN-011,Oxd,True
S01272,SYN-011,Oxd,True
S01273,SYN-011,Oxd,True
S01274,SYN-011,Oxd,True
S01275,SYN-011,Oxd,False
S01276,SYN-011,Oxd,True
S01277,SYN-011,ArgAvd,False
S01278,SYN-011,Oxd,True
S01279,SYN-011,Oxd,True
S01280,SYN-011,Oxd,True
S01281,SYN-011,Oxd,True
S01282,SYN-011,Oxd,False
S01283,SYN-011,Oxd,True
S01284,SYN-011,Oxd,True
S01285,SYN-011,Oxd,True
S01286,SYN-011,Oxd,True
S01287,SYN-011,Oxd,True
S01288,SYN-011,Oxd,False
S01289,SYN-011,Oxd,False
S01290,SYN-011,Oxd,True
S01291,SYN-011,Oxd,True
S01292,SYN-011,Fil,True
S01293,SYN-011,Oxd,True
S01294,SYN-011,Oxd,True
S01295,SYN-011,Oxd,True
S01296,SYN-011,Oxd,False
S01297,SYN-011,ArgAvd,True
S01298,SYN-011,Oxd,True
S01299,SYN-011,ArgAvd,True
S01300,SYN-011,Fil,False
S01301,SYN-011,Fil,True
S01302,SYN-011,ArgAvd,True
S01303,SYN-011,ArgAvd,True
S01304,SYN-011,ArgAvd,True
S01305,SYN-011,Fil,True
S01306,SYN-011,Arg,False
S01307,SYN-011,Fil,True
S01308,SYN-011,ArgAvd,True
S01309,SYN-011,Fil,True
S01310,SYN-011,ArgAvd,False
S01311,SYN-011,ArgAvd,True
S01312,SYN-011,ArgAvd,True
S01313,SYN-011,Arg,False
S01314,SYN-011,ArgAvd,True
S01315,SYN-011,Arg,True
S01316,SYN-011,Fil,False
S01317,SYN-011,Fil,False
S01318,SYN-011,Arg,True
S01319,SYN-011,Fil,True
S01320,SYN-011,Fil,True
S01321,SYN-011,Fil,True
S01322,SYN-011,Arg,True
S01323,SYN-011,Fil,False
S01324,SYN-011,ArgAvd,True
S01325,SYN-011,Fil,True
S01326,SYN-011,Arg,True
S01327,SYN-011,Arg,True
S01328,SYN-011,Arg,True
S01329,SYN-011,Arg,True
S01330,SYN-011,Fil,True
S01331,SYN-011,Fil,False
S01332,SYN-011,Arg,True
S01333,SYN-011,Arg,True
S01334,SYN-011,Arg,True
S01335,SYN-011,Arg,True
S01336,SYN-011,Sk,True
S01337,SYN-011,Arg,True
S01338,SYN-011,Fil,True
S01339,SYN-011,Fil,True
S01340,SYN-011,Pro,True
S01341,SYN-011,Arg,False
S01342,SYN-011,Sk,True
S01343,SYN-011,Arg,True
S01344,SYN-011,Arg,True
S01345,SYN-011,Arg,True
S01346,SYN-011,Fil,True
S01347,SYN-011,Arg,True
S01348,SYN-011,Arg,True
S01349,SYN-011,Fil,True
S01350,SYN-011,Arg,True
S01351,SYN-011,Arg,False
S01352,SYN-011,Pro,False
S01353,SYN-011,Arg,False
S01354,SYN-011,Fil,True
S01355,SYN-011,Arg,False
S01356,SYN-011,Fil,True
S01357,SYN-011,Arg,False
S01358,SYN-011,Fil,True
S01359,SYN-011,Pro,False
S01360,SYN-011,Pro,True
S01361,SYN-011,Pro,True
S01362,SYN-011,Arg,False
S01363,SYN-011,Fil,False
S01364,SYN-011,Arg,True
S01365,SYN-011,Pro,True
S01366,SYN-011,Pro,True
S01367,SYN-011,Pro,False
S01368,SYN-011,Fil,True
S01369,SYN-011,Pro,True
S01370,SYN-011,Pro,True
S01371,SYN-011,Pro,True
S01372,SYN-011,Pro,True
S01373,SYN-011,Arg,True
S01374,SYN-011,Pro,True
S01375,SYN-011,Pro,True
S01376,SYN-011,Pro,True
S01377,SYN-011,Pro,True
S01378,SYN-011,Fil,True
S01379,SYN-011,Pro,True
S01380,SYN-011,Arg,True
S01381,SYN-011,Pro,True
S01382,SYN-011,Pro,True
S01383,SYN-011,Pro,False
S01384,SYN-011,Fil,True
S01385,SYN-011,Fil,True
S01386,SYN-011,Pro,False
S01387,SYN-011,Pro,True
S01388,SYN-011,Pro,True
S01389,SYN-011,Pro,True
S01390,SYN-011,Pro,True
S01391,SYN-011,Pro,False
S01392,SYN-011,Pro,True
S01393,SYN-011,Fil,True
S01394,SYN-011,Pro,False
S01395,SYN-011,Pro,True
S01396,SYN-011,Pro,False
S01397,SYN-011,Fil,True
S01398,SYN-011,Pro,False
S01399,SYN-011,Pro,True
S01400,SYN-011,Pro,True
S01401,SYN-011,Pro,True
S01402,SYN-011,Pro,True
S01403,SYN-011,Pro,True
S01404,SYN-011,Pro,True
S01405,SYN-012,Oxd,True
S01406,SYN-012,Oxd,True
S01407,SYN-012,Oxd,True
S01408,SYN-012,Oxd,True
S01409,SYN-012,Oxd,True
S01410,SYN-012,Oxd,True
S01411,SYN-012,Oxd,False
S01412,SYN-012,ArgAvd,True
S01413,SYN-012,Oxd,True
S01414,SYN-012,ArgAvd,True
S01415,SYN-012,ArgAvd,True
S01416,SYN-012,Oxd,True
S01417,SYN-012,Oxd,True
S01418,SYN-012,Oxd,False
S01419,SYN-012,Oxd,True
S01420,SYN-012,Oxd,True
S01421,SYN-012,Oxd,True
S01422,SYN-012,Oxd,True
S01423,SYN-012,Oxd,False
S01424,SYN-012,Oxd,True
S01425,SYN-012,Oxd,True
S01426,SYN-012,Oxd,True
S01427,SYN-012,ArgAvd,True
S01428,SYN-012,ArgAvd,True
S01429,SYN-012,Fil,False
S01430,SYN-012,ArgAvd,True
S01431,SYN-012,ArgAvd,True
S01432,SYN-012,Oxd,False
S01433,SYN-012,Oxd,True
S01434,SYN-012,ArgAvd,False
S01435,SYN-012,ArgAvd,False
S01436,SYN-012,ArgAvd,True
S01437,SYN-012,ArgAvd,True
S01438,SYN-012,ArgAvd,True
S01439,SYN-012,ArgAvd,True
S01440,SYN-012,ArgAvd,False
S01441,SYN-012,ArgAvd,True
S01442,SYN-012,Fil,True
S01443,SYN-012,ArgAvd,True
S01444,SYN-012,ArgAvd,True
S01445,SYN-012,ArgAvd,True
S01446,SYN-012,ArgAvd,True
S01447,SYN-012,ArgAvd,False
S01448,SYN-012,Fil,True
S01449,SYN-012,ArgAvd,False
S01450,SYN-012,ArgAvd,False
S01451,SYN-012,ArgAvd,True
S01452,SYN-012,ArgAvd,True
S01453,SYN-012,ArgAvd,True
S01454,SYN-012,Fil,True
S01455,SYN-012,ArgAvd,True
S01456,SYN-012,ArgAvd,True
S01457,SYN-012,ArgAvd,True
S01458,SYN-012,ArgAvd,False
S01459,SYN-012,ArgAvd,False
S01460,SYN-012,ArgAvd,False
S01461,SYN-012,ArgAvd,True
S01462,SYN-012,ArgAvd,True
S01463,SYN-012,ArgAvd,False
S01464,SYN-012,ArgAvd,True
S01465,SYN-012,ArgAvd,True
S01466,SYN-012,ArgAvd,True
S01467,SYN-012,ArgAvd,False
S01468,SYN-012,Fil,False
S01469,SYN-012,ArgAvd,True
S01470,SYN-012,ArgAvd,True
S01471,SYN-012,ArgAvd,True
S01472,SYN-012,ArgAvd,True
S01473,SYN-012,Sk,True
S01474,SYN-012,Pro,True
S01475,SYN-012,Pro,True
S01476,SYN-012,Sk,True
S01477,SYN-012,ArgAvd,True
S01478,SYN-012,ArgAvd,True
S01479,SYN-012,Sk,True
S01480,SYN-012,Sk,True
S01481,SYN-012,ArgAvd,True
S01482,SYN-012,ArgAvd,True
S01483,SYN-012,Fil,True
S01484,SYN-012,Sk,True
S01485,SYN-012,Sk,True
S01486,SYN-012,Sk,True
S01487,SYN-012,Sk,True
S01488,SYN-012,Sk,True
S01489,SYN-012,Pro,True
S01490,SYN-012,Sk,True
S01491,SYN-012,Sk,True
S01492,SYN-012,Sk,True
S01493,SYN-012,Sk,False
S01494,SYN-012,Sk,True
S01495,SYN-012,Pro,True
S01496,SYN-012,Sk,False
S01497,SYN-012,Sk,False
S01498,SYN-012,Pro,True
S01499,SYN-012,Sk,False
S01500,SYN-012,Sk,False
S01501,SYN-012,Arg,True
S01502,SYN-012,Sk,True
S01503,SYN-012,Sk,True
S01504,SYN-013,Oxd,True
S01505,SYN-013,Oxd,True
S01506,SYN-013,Oxd,False
S01507,SYN-013,Oxd,True
S01508,SYN-013,Oxd,True
S01509,SYN-013,Oxd,True
S01510,SYN-013,Oxd,True
S01511,SYN-013,Oxd,False
S01512,SYN-013,Oxd,True
S01513,SYN-013,Oxd,True
S01514,SYN-013,Oxd,True
S01515,SYN-013,Oxd,True
S01516,SYN-013,Oxd,True
S01517,SYN-013,Oxd,True
S01518,SYN-013,Oxd,True
S01519,SYN-013,Oxd,True
S01520,SYN-013,ArgAvd,True
S01521,SYN-013,Oxd,True
S01522,SYN-013,Oxd,True
S01523,SYN-013,Oxd,True
S01524,SYN-013,ArgAvd,True
S01525,SYN-013,Oxd,True
S01526,SYN-013,Oxd,True
S01527,SYN-013,Pro,True
S01528,SYN-013,Arg,True
S01529,SYN-013,Fil,True
S01530,SYN-013,Oxd,True
S01531,SYN-013,Pro,True
S01532,SYN-013,Fil,False
S01533,SYN-013,Arg,True
S01534,SYN-013,Pro,True
S01535,SYN-013,Arg,True
S01536,SYN-013,Pro,True
S01537,SYN-013,Fil,True
S01538,SYN-013,Pro,True
S01539,SYN-013,Pro,False
S01540,SYN-013,Oxd,True
S01541,SYN-013,Fil,True
S01542,SYN-013,Pro,True
S01543,SYN-013,Pro,True
S01544,SYN-013,Pro,False
S01545,SYN-013,Pro,False
S01546,SYN-013,Fil,False
S01547,SYN-013,Pro,True
S01548,SYN-013,Pro,True
S01549,SYN-013,Pro,True
S01550,SYN-013,Pro,True
S01551,SYN-013,Pro,True
S01552,SYN-013,Fil,True
S01553,SYN-013,Pro,True
S01554,SYN-013,Pro,True
S01555,SYN-013,Pro,True
S01556,SYN-013,Pro,True
S01557,SYN-013,Fil,False
S01558,SYN-013,Pro,True
S01559,SYN-013,Pro,True
S01560,SYN-013,Pro,True
S01561,SYN-013,Pro,False
S01562,SYN-013,Pro,True
S01563,SYN-013,Pro,True
S01564,SYN-013,Pro,True
S01565,SYN-013,Fil,True
S01566,SYN-013,Pro,True
S01567,SYN-013,Pro,True
S01568,SYN-013,Pro,True
S01569,SYN-013,Pro,True
S01570,SYN-013,Pro,True
S01571,SYN-013,Pro,True
S01572,SYN-013,Fil,True
S01573,SYN-013,Pro,True
S01574,SYN-013,Pro,True
S01575,SYN-013,Pro,True
S01576,SYN-013,Pro,True
S01577,SYN-013,Pro,True
S01578,SYN-013,Pro,True
S01579,SYN-013,Pro,False
S01580,SYN-013,Pro,True
S01581,SYN-013,Pro,False
S01582,SYN-013,Pro,True
S01583,SYN-013,Pro,True
S01584,SYN-013,Pro,True
S01585,SYN-013,Pro,True
S01586,SYN-013,Pro,True
S01587,SYN-013,Pro,True
S01588,SYN-013,Pro,True
S01589,SYN-013,Pro,False
S01590,SYN-013,Pro,True
S01591,SYN-013,Pro,True
S01592,SYN-013,Pro,True
S01593,SYN-013,Pro,True
S01594,SYN-013,Fil,True
S01595,SYN-013,Pro,True
S01596,SYN-014,Oxd,True
S01597,SYN-014,Oxd,True
S01598,SYN-014,Oxd,True
S01599,SYN-014,Oxd,True
S01600,SYN-014,Oxd,True
S01601,SYN-014,Oxd,True
S01602,SYN-014,ArgAvd,True
S01603,SYN-014,Oxd,False
S01604,SYN-014,Oxd,True
S01605,SYN-014,Oxd,True
S01606,SYN-014,Oxd,True
S01607,SYN-014,Oxd,True
S01608,SYN-014,Oxd,True
S01609,SYN-014,Oxd,True
S01610,SYN-014,Oxd,False
S01611,SYN-014,Oxd,True
S01612,SYN-014,Oxd,True
S01613,SYN-014,Oxd,True
S01614,SYN-014,Oxd,True
S01615,SYN-014,Arg,True
S01616,SYN-014,Oxd,True
S01617,SYN-014,Oxd,True
S01618,SYN-014,Oxd,False
S01619,SYN-014,Arg,True
S01620,SYN-014,Oxd,True
S01621,SYN-014,Fil,True
S01622,SYN-014,Arg,True
S01623,SYN-014,Fil,True
S01624,SYN-014,Oxd,False
S01625,SYN-014,Oxd,True
S01626,SYN-014,Arg,True
S01627,SYN-014,Fil,True
S01628,SYN-014,Pro,True
S01629,SYN-014,Arg,True
S01630,SYN-014,Fil,True
S01631,SYN-014,Pro,False
S01632,SYN-014,Pro,False
S01633,SYN-014,Pro,False
S01634,SYN-014,Fil,True
S01635,SYN-014,Fil,True
S01636,SYN-014,Fil,True
S01637,SYN-014,Fil,True
S01638,SYN-014,Pro,True
S01639,SYN-014,Arg,True
S01640,SYN-014,Pro,True
S01641,SYN-014,Arg,True
S01642,SYN-014,Fil,True
S01643,SYN-014,Pro,True
S01644,SYN-014,Pro,True
S01645,SYN-014,Fil,True
S01646,SYN-014,Pro,False
S01647,SYN-014,Pro,True
S01648,SYN-014,Pro,True
S01649,SYN-014,Arg,True
S01650,SYN-014,Fil,False
S01651,SYN-014,Pro,True
S01652,SYN-014,Pro,False
S01653,SYN-014,Pro,True
S01654,SYN-014,Pro,True
S01655,SYN-014,Pro,True
S01656,SYN-014,Pro,True
S01657,SYN-014,Pro,True
S01658,SYN-014,Pro,True
S01659,SYN-014,Fil,True
S01660,SYN-014,Pro,True
S01661,SYN-014,Pro,True
S01662,SYN-014,Fil,False
S01663,SYN-014,Pro,True
S01664,SYN-014,Pro,True
S01665,SYN-014,Pro,True
S01666,SYN-014,Pro,False
S01667,SYN-014,Pro,True
S01668,SYN-014,Pro,True
S01669,SYN-014,Fil,True
S01670,SYN-014,Pro,True
S01671,SYN-014,Pro,False
S01672,SYN-014,Pro,True
S01673,SYN-014,Pro,False
S01674,SYN-014,Pro,False
S01675,SYN-014,Pro,True
S01676,SYN-014,Pro,False
S01677,SYN-014,Pro,True
